"","Kingdom","Phylum","Class","Order","Family","Genus","Species",""
"ASV5884","Bacteria","Proteobacteria","Alphaproteobacteria","NA","NA","NA","NA","ASV5884"
"ASV3128","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","NA","NA","NA","ASV3128"
"ASV1694","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","Saccharimonadaceae","TM7a","NA","ASV1694"
"ASV44","Bacteria","Proteobacteria","NA","NA","NA","NA","NA","ASV44"
"ASV1840","Bacteria","Proteobacteria","Gammaproteobacteria","Beggiatoales","Beggiatoaceae","NA","NA","ASV1840"
"ASV2389","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","NA","NA","NA","ASV2389"
"ASV721","Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","NA","NA","NA","ASV721"
"ASV6","Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","NA","NA","NA","ASV6"
"ASV4750","Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","Arcobacteraceae","Halarcobacter","NA","ASV4750"
"ASV1470","Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","Arcobacteraceae","NA","NA","ASV1470"
"ASV3426","Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","Arcobacteraceae","Halarcobacter","NA","ASV3426"
"ASV1894","Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","Arcobacteraceae","Halarcobacter","NA","ASV1894"
"ASV4592","Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","Sulfurimonadaceae","Sulfurimonas","NA","ASV4592"
"ASV1597","Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","Sulfurimonadaceae","Sulfurimonas","NA","ASV1597"
"ASV2304","Bacteria","Proteobacteria","NA","NA","NA","NA","NA","ASV2304"
"ASV5251","Bacteria","Proteobacteria","NA","NA","NA","NA","NA","ASV5251"
"ASV2598","Bacteria","Proteobacteria","Alphaproteobacteria","NA","NA","NA","NA","ASV2598"
"ASV649","Bacteria","Proteobacteria","Alphaproteobacteria","NA","NA","NA","NA","ASV649"
"ASV2852","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","NA","NA","NA","ASV2852"
"ASV1330","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","NA","NA","NA","ASV1330"
"ASV3357","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","SM2D12","NA","NA","ASV3357"
"ASV116","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","NA","NA","ASV116"
"ASV3327","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","NA","NA","ASV3327"
"ASV3106","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","Candidatus Megaira","NA","ASV3106"
"ASV1975","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","Candidatus Megaira","NA","ASV1975"
"ASV6887","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","NA","NA","ASV6887"
"ASV1131","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","Candidatus Gigarickettsia","NA","ASV1131"
"ASV3270","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","NA","NA","ASV3270"
"ASV7149","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","Candidatus Megaira","NA","ASV7149"
"ASV2910","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","Candidatus Megaira","NA","ASV2910"
"ASV1699","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","Candidatus Megaira","NA","ASV1699"
"ASV6566","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","Candidatus Megaira","NA","ASV6566"
"ASV1976","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","NA","NA","ASV1976"
"ASV5985","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","NA","NA","ASV5985"
"ASV6207","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","NA","NA","ASV6207"
"ASV5390","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","NA","NA","ASV5390"
"ASV2459","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","AB1","NA","NA","ASV2459"
"ASV783","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Magnetospiraceae","NA","NA","ASV783"
"ASV1981","Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales","Kiloniellaceae","Pelagibius","NA","ASV1981"
"ASV3938","Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales","Kiloniellaceae","NA","NA","ASV3938"
"ASV3631","Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales","Kiloniellaceae","NA","NA","ASV3631"
"ASV7277","Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales","Kiloniellaceae","NA","NA","ASV7277"
"ASV2969","Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales","Kiloniellaceae","NA","NA","ASV2969"
"ASV2130","Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales","Kiloniellaceae","NA","NA","ASV2130"
"ASV5536","Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales","Kiloniellaceae","Limibacillus","NA","ASV5536"
"ASV3706","Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales","Kiloniellaceae","NA","NA","ASV3706"
"ASV2182","Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales","Kiloniellaceae","NA","NA","ASV2182"
"ASV951","Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales","Kiloniellaceae","Pelagibius","NA","ASV951"
"ASV7596","Bacteria","Proteobacteria","Alphaproteobacteria","NA","NA","NA","NA","ASV7596"
"ASV73","Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales","Kiloniellaceae","Tistlia","NA","ASV73"
"ASV5628","Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales","Kiloniellaceae","Tistlia","NA","ASV5628"
"ASV714","Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales","Kiloniellaceae","Pelagibius","NA","ASV714"
"ASV3333","Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales","Kiloniellaceae","Pelagibius","NA","ASV3333"
"ASV3425","Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales","Kiloniellaceae","Pelagibius","NA","ASV3425"
"ASV1504","Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales","Kiloniellaceae","Pelagibius","NA","ASV1504"
"ASV7193","Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales","Kiloniellaceae","Pelagibius","NA","ASV7193"
"ASV905","Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales","Kiloniellaceae","Pelagibius","NA","ASV905"
"ASV1739","Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales","Kiloniellaceae","Pelagibius","NA","ASV1739"
"ASV3218","Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales","Kiloniellaceae","Limibacillus","NA","ASV3218"
"ASV4343","Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales","Kiloniellaceae","Limibacillus","NA","ASV4343"
"ASV2196","Bacteria","Proteobacteria","Alphaproteobacteria","NA","NA","NA","NA","ASV2196"
"ASV655","Bacteria","Proteobacteria","Alphaproteobacteria","NA","NA","NA","NA","ASV655"
"ASV536","Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales","Kiloniellaceae","Pelagibius","litoralis","ASV536"
"ASV182","Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales","Kiloniellaceae","Pelagibius","NA","ASV182"
"ASV296","Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales","Kiloniellaceae","Pelagibius","NA","ASV296"
"ASV2814","Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales","Kiloniellaceae","Pelagibius","NA","ASV2814"
"ASV199","Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales","Kiloniellaceae","Pelagibius","NA","ASV199"
"ASV3448","Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales","Kiloniellaceae","Pelagibius","NA","ASV3448"
"ASV315","Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales","Kiloniellaceae","NA","NA","ASV315"
"ASV5668","Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales","Kiloniellaceae","NA","NA","ASV5668"
"ASV2696","Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales","Kiloniellaceae","NA","NA","ASV2696"
"ASV3649","Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales","Kiloniellaceae","NA","NA","ASV3649"
"ASV1948","Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales","Kiloniellaceae","NA","NA","ASV1948"
"ASV2614","Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales","Fodinicurvataceae","NA","NA","ASV2614"
"ASV1231","Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales","Fodinicurvataceae","NA","NA","ASV1231"
"ASV816","Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales","Fodinicurvataceae","NA","NA","ASV816"
"ASV2271","Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales","Kiloniellaceae","NA","NA","ASV2271"
"ASV828","Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales","Kiloniellaceae","NA","NA","ASV828"
"ASV898","Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales","Kiloniellaceae","Tistlia","NA","ASV898"
"ASV3800","Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales","Kiloniellaceae","Tistlia","NA","ASV3800"
"ASV1757","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Thalassospiraceae","Thalassospira","NA","ASV1757"
"ASV857","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Terasakiellaceae","NA","NA","ASV857"
"ASV83","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Terasakiellaceae","NA","NA","ASV83"
"ASV6839","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Terasakiellaceae","NA","NA","ASV6839"
"ASV2690","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Terasakiellaceae","NA","NA","ASV2690"
"ASV1261","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Terasakiellaceae","NA","NA","ASV1261"
"ASV4804","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Terasakiellaceae","NA","NA","ASV4804"
"ASV6627","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Terasakiellaceae","NA","NA","ASV6627"
"ASV6502","Bacteria","Proteobacteria","Alphaproteobacteria","NA","NA","NA","NA","ASV6502"
"ASV24","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Terasakiellaceae","NA","NA","ASV24"
"ASV12","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","NA","NA","NA","ASV12"
"ASV7244","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Terasakiellaceae","NA","NA","ASV7244"
"ASV6020","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","NA","NA","NA","ASV6020"
"ASV1771","Bacteria","Proteobacteria","NA","NA","NA","NA","NA","ASV1771"
"ASV2738","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","NA","NA","NA","ASV2738"
"ASV1288","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Terasakiellaceae","NA","NA","ASV1288"
"ASV1304","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Terasakiellaceae","NA","NA","ASV1304"
"ASV177","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Terasakiellaceae","NA","NA","ASV177"
"ASV5463","Bacteria","Proteobacteria","Alphaproteobacteria","NA","NA","NA","NA","ASV5463"
"ASV68","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Magnetospiraceae","NA","NA","ASV68"
"ASV7259","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Magnetospiraceae","NA","NA","ASV7259"
"ASV4162","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Magnetospiraceae","NA","NA","ASV4162"
"ASV2050","Bacteria","Proteobacteria","Magnetococcia","Magnetococcales","Magnetococcaceae","Magnetococcus","NA","ASV2050"
"ASV1812","Bacteria","Proteobacteria","Magnetococcia","Magnetococcales","Magnetococcaceae","Magnetococcus","NA","ASV1812"
"ASV2728","Bacteria","Proteobacteria","Magnetococcia","Magnetococcales","Magnetococcaceae","Magnetococcus","NA","ASV2728"
"ASV2744","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Magnetospiraceae","Magnetospira","NA","ASV2744"
"ASV1175","Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales","Kiloniellaceae","NA","NA","ASV1175"
"ASV3647","Bacteria","Proteobacteria","Alphaproteobacteria","Thalassobaculales","NA","NA","NA","ASV3647"
"ASV1170","Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales","Kiloniellaceae","NA","NA","ASV1170"
"ASV1246","Bacteria","Proteobacteria","Alphaproteobacteria","Puniceispirillales","SAR116 clade","NA","NA","ASV1246"
"ASV650","Bacteria","Proteobacteria","Alphaproteobacteria","Puniceispirillales","SAR116 clade","NA","NA","ASV650"
"ASV944","Bacteria","Proteobacteria","Alphaproteobacteria","Puniceispirillales","SAR116 clade","NA","NA","ASV944"
"ASV1663","Bacteria","Proteobacteria","Alphaproteobacteria","Puniceispirillales","SAR116 clade","NA","NA","ASV1663"
"ASV3077","Bacteria","Proteobacteria","Alphaproteobacteria","Puniceispirillales","SAR116 clade","NA","NA","ASV3077"
"ASV358","Bacteria","Proteobacteria","Alphaproteobacteria","Puniceispirillales","SAR116 clade","NA","NA","ASV358"
"ASV1548","Bacteria","Proteobacteria","Alphaproteobacteria","Puniceispirillales","SAR116 clade","Candidatus Puniceispirillum","NA","ASV1548"
"ASV1947","Bacteria","Proteobacteria","Alphaproteobacteria","Puniceispirillales","SAR116 clade","Candidatus Puniceispirillum","NA","ASV1947"
"ASV2508","Bacteria","Proteobacteria","Alphaproteobacteria","Puniceispirillales","SAR116 clade","Candidatus Puniceispirillum","NA","ASV2508"
"ASV1109","Bacteria","Proteobacteria","Alphaproteobacteria","Thalassobaculales","Thalassobaculaceae","Thalassobaculum","NA","ASV1109"
"ASV1400","Bacteria","Proteobacteria","Alphaproteobacteria","Thalassobaculales","NA","NA","NA","ASV1400"
"ASV4669","Bacteria","Proteobacteria","Alphaproteobacteria","NA","NA","NA","NA","ASV4669"
"ASV645","Bacteria","Proteobacteria","Alphaproteobacteria","NA","NA","NA","NA","ASV645"
"ASV3899","Bacteria","Proteobacteria","Alphaproteobacteria","NA","NA","NA","NA","ASV3899"
"ASV2527","Bacteria","Proteobacteria","Alphaproteobacteria","NA","NA","NA","NA","ASV2527"
"ASV224","Bacteria","Proteobacteria","Alphaproteobacteria","NA","NA","NA","NA","ASV224"
"ASV977","Bacteria","Proteobacteria","Alphaproteobacteria","Thalassobaculales","NA","NA","NA","ASV977"
"ASV136","Bacteria","Proteobacteria","Alphaproteobacteria","Thalassobaculales","NA","NA","NA","ASV136"
"ASV561","Bacteria","Proteobacteria","Alphaproteobacteria","Thalassobaculales","NA","NA","NA","ASV561"
"ASV185","Bacteria","Proteobacteria","Alphaproteobacteria","Thalassobaculales","NA","NA","NA","ASV185"
"ASV345","Bacteria","Proteobacteria","Alphaproteobacteria","Thalassobaculales","NA","NA","NA","ASV345"
"ASV236","Bacteria","Proteobacteria","Alphaproteobacteria","Thalassobaculales","NA","NA","NA","ASV236"
"ASV80","Bacteria","Proteobacteria","Alphaproteobacteria","Thalassobaculales","NA","NA","NA","ASV80"
"ASV872","Bacteria","Proteobacteria","Alphaproteobacteria","Thalassobaculales","NA","NA","NA","ASV872"
"ASV2297","Bacteria","Proteobacteria","Alphaproteobacteria","Thalassobaculales","NA","NA","NA","ASV2297"
"ASV158","Bacteria","Proteobacteria","Alphaproteobacteria","Thalassobaculales","NA","NA","NA","ASV158"
"ASV2228","Bacteria","Proteobacteria","Alphaproteobacteria","Thalassobaculales","NA","NA","NA","ASV2228"
"ASV1354","Bacteria","Proteobacteria","Alphaproteobacteria","Thalassobaculales","NA","NA","NA","ASV1354"
"ASV836","Bacteria","Proteobacteria","Alphaproteobacteria","Thalassobaculales","NA","NA","NA","ASV836"
"ASV3045","Bacteria","Proteobacteria","Alphaproteobacteria","Thalassobaculales","NA","NA","NA","ASV3045"
"ASV2792","Bacteria","Proteobacteria","Alphaproteobacteria","Thalassobaculales","NA","NA","NA","ASV2792"
"ASV2244","Bacteria","Proteobacteria","Alphaproteobacteria","Thalassobaculales","NA","NA","NA","ASV2244"
"ASV2872","Bacteria","Proteobacteria","Alphaproteobacteria","Thalassobaculales","NA","NA","NA","ASV2872"
"ASV940","Bacteria","Proteobacteria","Alphaproteobacteria","Thalassobaculales","NA","NA","NA","ASV940"
"ASV709","Bacteria","Proteobacteria","Alphaproteobacteria","Thalassobaculales","NA","NA","NA","ASV709"
"ASV874","Bacteria","Proteobacteria","Alphaproteobacteria","Thalassobaculales","NA","NA","NA","ASV874"
"ASV4303","Bacteria","Proteobacteria","Alphaproteobacteria","Thalassobaculales","NA","NA","NA","ASV4303"
"ASV2004","Bacteria","Proteobacteria","Alphaproteobacteria","Thalassobaculales","NA","NA","NA","ASV2004"
"ASV726","Bacteria","Proteobacteria","Alphaproteobacteria","Thalassobaculales","NA","NA","NA","ASV726"
"ASV4147","Bacteria","Proteobacteria","Alphaproteobacteria","Thalassobaculales","NA","NA","NA","ASV4147"
"ASV441","Bacteria","Proteobacteria","Alphaproteobacteria","Thalassobaculales","NA","NA","NA","ASV441"
"ASV311","Bacteria","Proteobacteria","Alphaproteobacteria","Thalassobaculales","NA","NA","NA","ASV311"
"ASV519","Bacteria","Proteobacteria","Alphaproteobacteria","Thalassobaculales","NA","NA","NA","ASV519"
"ASV397","Bacteria","Proteobacteria","Alphaproteobacteria","Thalassobaculales","NA","NA","NA","ASV397"
"ASV3918","Bacteria","Proteobacteria","Alphaproteobacteria","Thalassobaculales","NA","NA","NA","ASV3918"
"ASV7389","Bacteria","Proteobacteria","Alphaproteobacteria","NA","NA","NA","NA","ASV7389"
"ASV1435","Bacteria","Proteobacteria","Alphaproteobacteria","Thalassobaculales","NA","NA","NA","ASV1435"
"ASV843","Bacteria","Proteobacteria","Alphaproteobacteria","Thalassobaculales","NA","NA","NA","ASV843"
"ASV6711","Bacteria","Proteobacteria","Alphaproteobacteria","Thalassobaculales","NA","NA","NA","ASV6711"
"ASV477","Bacteria","Proteobacteria","Alphaproteobacteria","Thalassobaculales","NA","NA","NA","ASV477"
"ASV77","Bacteria","Proteobacteria","Alphaproteobacteria","Thalassobaculales","NA","NA","NA","ASV77"
"ASV1074","Bacteria","Proteobacteria","Alphaproteobacteria","Thalassobaculales","NA","NA","NA","ASV1074"
"ASV72","Bacteria","Proteobacteria","Alphaproteobacteria","Thalassobaculales","NA","NA","NA","ASV72"
"ASV4870","Bacteria","Proteobacteria","Alphaproteobacteria","Thalassobaculales","Nisaeaceae","OM75 clade","NA","ASV4870"
"ASV1000","Bacteria","Proteobacteria","Alphaproteobacteria","Thalassobaculales","Nisaeaceae","OM75 clade","NA","ASV1000"
"ASV4500","Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales","Kiloniellaceae","NA","NA","ASV4500"
"ASV2802","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Magnetospiraceae","NA","NA","ASV2802"
"ASV4907","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Magnetospiraceae","NA","NA","ASV4907"
"ASV895","Bacteria","Proteobacteria","Alphaproteobacteria","Defluviicoccales","Defluviicoccaceae","Defluviicoccus","NA","ASV895"
"ASV425","Bacteria","Proteobacteria","Alphaproteobacteria","Defluviicoccales","Defluviicoccaceae","Defluviicoccus","NA","ASV425"
"ASV3648","Bacteria","Proteobacteria","Alphaproteobacteria","Defluviicoccales","Defluviicoccaceae","Defluviicoccus","NA","ASV3648"
"ASV6084","Bacteria","Proteobacteria","Alphaproteobacteria","Defluviicoccales","Defluviicoccaceae","Defluviicoccus","NA","ASV6084"
"ASV239","Bacteria","Proteobacteria","Alphaproteobacteria","Defluviicoccales","Defluviicoccaceae","Defluviicoccus","NA","ASV239"
"ASV393","Bacteria","Proteobacteria","Alphaproteobacteria","Defluviicoccales","Defluviicoccaceae","Defluviicoccus","NA","ASV393"
"ASV1390","Bacteria","Proteobacteria","Alphaproteobacteria","Defluviicoccales","Defluviicoccaceae","Defluviicoccus","NA","ASV1390"
"ASV1973","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Magnetospiraceae","NA","NA","ASV1973"
"ASV1419","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Magnetospiraceae","NA","NA","ASV1419"
"ASV1126","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Magnetospiraceae","NA","NA","ASV1126"
"ASV3141","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Magnetospiraceae","NA","NA","ASV3141"
"ASV1315","Bacteria","Proteobacteria","Alphaproteobacteria","Thalassobaculales","NA","NA","NA","ASV1315"
"ASV1775","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Magnetospiraceae","NA","NA","ASV1775"
"ASV3183","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Magnetospiraceae","NA","NA","ASV3183"
"ASV2564","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Magnetospiraceae","NA","NA","ASV2564"
"ASV2715","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Magnetospiraceae","NA","NA","ASV2715"
"ASV4685","Bacteria","Proteobacteria","Alphaproteobacteria","NA","NA","NA","NA","ASV4685"
"ASV4035","Bacteria","Proteobacteria","Alphaproteobacteria","NA","NA","NA","NA","ASV4035"
"ASV1225","Bacteria","Proteobacteria","Alphaproteobacteria","NA","NA","NA","NA","ASV1225"
"ASV5247","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Altererythrobacter","ishigakiensis","ASV5247"
"ASV7229","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Altererythrobacter","NA","ASV7229"
"ASV427","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","NA","NA","ASV427"
"ASV6349","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","NA","NA","ASV6349"
"ASV2272","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Erythrobacter","NA","ASV2272"
"ASV498","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Erythrobacter","NA","ASV498"
"ASV1224","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Erythrobacter","NA","ASV1224"
"ASV2010","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Erythrobacter","NA","ASV2010"
"ASV331","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Erythrobacter","NA","ASV331"
"ASV974","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Erythrobacter","NA","ASV974"
"ASV1737","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Erythrobacter","NA","ASV1737"
"ASV1142","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Erythrobacter","NA","ASV1142"
"ASV2757","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Erythrobacter","NA","ASV2757"
"ASV63","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Erythrobacter","NA","ASV63"
"ASV1482","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","NA","NA","ASV1482"
"ASV1426","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Altererythrobacter","NA","ASV1426"
"ASV1685","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Erythrobacter","NA","ASV1685"
"ASV1533","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Erythrobacter","NA","ASV1533"
"ASV2529","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Erythrobacter","NA","ASV2529"
"ASV5125","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Erythrobacter","NA","ASV5125"
"ASV1940","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Erythrobacter","NA","ASV1940"
"ASV1085","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Erythrobacter","NA","ASV1085"
"ASV2339","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Qipengyuania","NA","ASV2339"
"ASV4706","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","NA","NA","ASV4706"
"ASV1168","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","NA","NA","ASV1168"
"ASV4314","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium","NA","ASV4314"
"ASV6961","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Parasphingopyxis","NA","ASV6961"
"ASV7443","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","NA","ASV7443"
"ASV7226","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","NA","ASV7226"
"ASV2691","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","NA","NA","ASV2691"
"ASV151","Bacteria","Proteobacteria","Alphaproteobacteria","NA","NA","NA","NA","ASV151"
"ASV3130","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","NA","NA","ASV3130"
"ASV2324","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas","NA","ASV2324"
"ASV1090","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas","NA","ASV1090"
"ASV2109","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas","NA","ASV2109"
"ASV5127","Bacteria","Proteobacteria","NA","NA","NA","NA","NA","ASV5127"
"ASV1867","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Psychroglaciecola","NA","ASV1867"
"ASV5135","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Oceanicaulis","NA","ASV5135"
"ASV1885","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Oceanicaulis","NA","ASV1885"
